167.49	-20
167.79	40
168.09	20
168.39	-40
168.69	-20
168.99	40
169.29	20
169.59	-40
169.89	-20
170.19	40
170.49	20
170.79	40
171.09	-20
171.39	40
171.69	-20
171.99	-40
172.29	0
175.89	-20
176.19	40
176.49	-20
176.79	40
177.09	20
177.39	-20
177.69	20
177.99	-40
178.29	-20
178.59	40
178.89	20
179.19	-40
179.49	-20
179.79	40
180.09	20
180.39	-40
180.69	-20
180.99	40
181.29	20
181.59	-40
181.89	-20
182.19	40
182.49	20
182.79	-40
183.09	-20
183.39	40
183.69	20
183.99	-40
184.29	-20
184.59	40
184.89	-20
185.19	-40
185.49	20
185.79	40
186.09	20
186.39	-40
186.69	20
186.99	40
187.29	-20
187.59	40
187.89	-20
188.19	40
188.49	-20
188.79	40
189.09	-20
189.39	20
189.69	-20
189.99	40
190.29	20
190.59	-40
190.89	-20
191.19	20
191.49	40
191.79	20
192.09	-20
192.39	-40
192.69	-20
192.99	20
193.29	40
-1 -1
